Mod:Item:MetaData, Localized Name
extrabotany:cocoondesire, tile.cocoondesire.name
extrabotany:managenerator, tile.managenerator.name
extrabotany:manaliquefaction, tile.manaliquefaction.name
extrabotany:fluidedmana, Fluided Mana
extrabotany:elfjar, tile.elfjar.name
extrabotany:trophy, tile.trophy.name
extrabotany:quantummanabuffer, tile.quantummanabuffer.name
extrabotany:dimensioncatalyst, tile.dimensioncatalyst.name
extrabotany:blockshadowium, tile.blockshadowium.name
extrabotany:blockphotonium, tile.blockphotonium.name
extrabotany:chargepad, tile.chargepad.name
fluxnetworks:flux, Flux
fluxnetworks:fluxcore, Flux Core
fluxnetworks:fluxconfigurator, Flux Configurator
fluxnetworks:adminconfigurator, Admin Configurator
fluxnetworks:fluxblock, Flux Block
fluxnetworks:fluxplug, Flux Plug
fluxnetworks:fluxpoint, Flux Point
fluxnetworks:fluxcontroller, Flux Controller
fluxnetworks:fluxstorage, Basic Flux Storage
fluxnetworks:herculeanfluxstorage, Herculean Flux Storage
fluxnetworks:gargantuanfluxstorage, Gargantuan Flux Storage
itemfilters:filter, Item Filter
itemfilters:missing, Missing Item
ftbquests:screen, Task Screen
ftbquests:progress_detector, Quest Progress Detector
ftbquests:detector:0, Redstone Detector
ftbquests:detector:1, Player Detector
ftbquests:progress_screen, Progress Screen
ftbquests:chest, Quest Chest
ftbquests:loot_crate_storage, Loot Crate Storage
ftbquests:loot_crate_opener, Loot Crate Opener
ftbquests:barrier, Quest Barrier
ftbquests:book, Quest Book
ftbquests:lootcrate, Loot Crate
ftbquests:custom_icon, Custom Icon
gbook_snapshot:guidebook:0, Guidebook Manual
gbook_snapshot:guidebook:0, Demo / Feature test book
gbook_snapshot:guidebook:0, Guidebook Manual
gbook_snapshot:guidebook:0, Guidebook Additions Manual
hatchery:hatcheryegg, Egg
hatchery:animalnet, Animal Net
hatchery:chickenmanure, Chicken Manure
hatchery:sprayer, Fertilizer Sprayer
hatchery:feather_meal, Feather Meal
hatchery:plastic, Plastic
hatchery:feather_fiber, Feather Fibers
hatchery:chicken_feed, Chicken Feed
hatchery:circuit_board, Circuit Board
hatchery:fiber_pad, Fiber Pad
hatchery:feather_pulp, Feather Pulp
hatchery:prize_egg, Lucky Egg
hatchery:chicken_machine, Lucky Egg Machine
hatchery:rf_upgrade:0, RF Efficiency Upgrade Tier 1
hatchery:rf_upgrade:1, RF Efficiency Upgrade Tier 2
hatchery:rf_upgrade:2, RF Efficiency Upgrade Tier 3
hatchery:speed_upgrade:0, Speed Upgrade Tier 1
hatchery:speed_upgrade:1, Speed Upgrade Tier 2
hatchery:speed_upgrade:2, Speed Upgrade Tier 3
hatchery:tank_upgrade:0, Tank Upgrade Tier 1
hatchery:tank_upgrade:1, Tank Upgrade Tier 2
hatchery:tank_upgrade:2, Tank Upgrade Tier 3
hatchery:rf_capacity_upgrade:0, RF Capacity Tier 1
hatchery:rf_capacity_upgrade:1, RF Capacity Tier 2
hatchery:rf_capacity_upgrade:2, RF Capacity Tier 3
hatchery:nest, Egg Nest
hatchery:pen, Nesting Pen
hatchery:feeder, Chicken Feeder
hatchery:fertilized_dirt, Fertilized Dirt
hatchery:fertilized_farmland, Fertilized Farmland
hatchery:manure_block, Chicken Manure Block
hatchery:nursery_block, Nursery Monitor
hatchery:fertilizer_mixer, Fertilizer Mixer
hatchery:digester_generator, Methane Digester Generator
hatchery:shredder, Shredder
hooked:hook:0, Wooden Hook
hooked:hook:1, Iron Hook
hooked:hook:2, Diamond Hook
hooked:hook:3, Red Hook
hooked:hook:4, Ender Hook
hooked:microcrafting:0, Plant Fiber
hooked:microcrafting:1, Rope
hooked:microcrafting:2, Iron Chain Link
hooked:microcrafting:3, Iron Chain
iceandfire:lectern, Lectern
iceandfire:podium:0, Oak Podium
iceandfire:podium:1, Spruce Podium
iceandfire:podium:2, Birch Podium
iceandfire:podium:3, Jungle Podium
iceandfire:podium:4, Acacia Podium
iceandfire:podium:5, Dark Oak Podium
iceandfire:fire_lily, Fire Lily
iceandfire:frost_lily, Frost Lily
iceandfire:goldpile, Pile of Gold
iceandfire:silverpile, Pile of Silver
iceandfire:silver_ore, Silver Ore
iceandfire:sapphire_ore, Sapphire Ore
iceandfire:silver_block, Silver Block
iceandfire:sapphire_block, Sapphire Block
iceandfire:chared_dirt, Charred Dirt
iceandfire:chared_grass, Charred Grass
iceandfire:chared_stone, Charred Stone
iceandfire:chared_cobblestone, Charred Cobblestone
iceandfire:chared_gravel, Charred Gravel
iceandfire:chared_grass_path, Charred Grass Path
iceandfire:ash, Ash
iceandfire:frozen_dirt, Frozen Dirt
iceandfire:frozen_grass, Frozen Grass
iceandfire:frozen_stone, Frozen Stone
iceandfire:frozen_cobblestone, Frozen Cobblestone
iceandfire:frozen_gravel, Frozen Gravel
iceandfire:frozen_grass_path, Frozen Grass Path
iceandfire:frozen_splinters, Frozen Splinters
iceandfire:dragon_ice, Dragon Ice
iceandfire:dragon_ice_spikes, Dragon Ice Spikes
iceandfire:nest, Dragon Nest
iceandfire:dragonscale_red, Block of Dragon Scales
iceandfire:dragonscale_green, Block of Dragon Scales
iceandfire:dragonscale_bronze, Block of Dragon Scales
iceandfire:dragonscale_gray, Block of Dragon Scales
iceandfire:dragonscale_blue, Block of Dragon Scales
iceandfire:dragonscale_white, Block of Dragon Scales
iceandfire:dragonscale_sapphire, Block of Dragon Scales
iceandfire:dragonscale_silver, Block of Dragon Scales
iceandfire:dragon_bone_block, Block of Dragon Bones
iceandfire:dragon_bone_wall, Dragon Bone Wall
iceandfire:dragonforge_fire_brick, Dragonforge Fire Brick
iceandfire:dragonforge_ice_brick, Dragonforge Ice Brick
iceandfire:dragonforge_fire_input, Dragonforge Fire Aperture
iceandfire:dragonforge_ice_input, Dragonforge Ice Aperture
iceandfire:dragonforge_fire_core_disabled, Dragonforge Fire Core
iceandfire:dragonforge_ice_core_disabled, Dragonforge Ice Core
iceandfire:dragonforge_fire_core, Dragonforge Fire Core
iceandfire:dragonforge_ice_core, Dragonforge Ice Core
iceandfire:egginice, Frozen Dragon Egg
iceandfire:pixie_house:0, Brown Mushroom Pixie Hovel
iceandfire:pixie_house:1, Red Mushroom Pixie Hovel
iceandfire:pixie_house:2, Birch Pixie Hovel
iceandfire:pixie_house:3, Oak Pixie Hovel
iceandfire:pixie_house:4, Dark Oak Pixie Hovel
iceandfire:pixie_house:5, Spruce Pixie Hovel
iceandfire:jar_empty, Jar
iceandfire:jar_pixie:0, Pixie Jar
iceandfire:jar_pixie:1, Pixie Jar
iceandfire:jar_pixie:2, Pixie Jar
iceandfire:jar_pixie:3, Pixie Jar
iceandfire:jar_pixie:4, Pixie Jar
iceandfire:myrmex_resin:0, Desert Myrmex Resin
iceandfire:myrmex_resin:1, Jungle Myrmex Resin
iceandfire:myrmex_resin_sticky:0, Sticky Desert Myrmex Resin
iceandfire:myrmex_resin_sticky:1, Sticky Jungle Myrmex Resin
iceandfire:desert_myrmex_cocoon, Desert Myrmex Cocoon
iceandfire:jungle_myrmex_cocoon, Jungle Myrmex Cocoon
iceandfire:myrmex_desert_biolight, Desert Myrmex Bioluminescence
iceandfire:myrmex_jungle_biolight, Jungle Myrmex Bioluminescence
iceandfire:myrmex_desert_resin_block, Hardened Desert Myrmex Resin
iceandfire:myrmex_jungle_resin_block, Hardened Jungle Myrmex Resin
iceandfire:myrmex_desert_resin_glass, Desert Myrmex Resin Glass
iceandfire:myrmex_jungle_resin_glass, Jungle Myrmex Resin Glass
iceandfire:dragonsteel_fire_block, Block of Fire Dragonsteel
iceandfire:dragonsteel_ice_block, Block of Ice Dragonsteel
iceandfire:dread_stone, Dreadstone
iceandfire:dread_stone_bricks, Dreadstone Bricks
iceandfire:dread_stone_bricks_chiseled, Chiseled Dreadstone Bricks
iceandfire:dread_stone_bricks_cracked, Cracked Dreadstone Bricks
iceandfire:dread_stone_bricks_mossy, Mossy Dreadstone Bricks
iceandfire:dread_stone_tile, Dreadstone Tile
iceandfire:dread_stone_face, Dreadstone Chiseled Skull
iceandfire:dread_torch, Dreadstone Torch
iceandfire:dread_stone_stairs, Dreadstone Bricks Stairs
iceandfire:dread_stone_slab_double:0, Dreadstone Bricks Slab
iceandfire:dread_stone_slab:0, Dreadstone Bricks Slab
iceandfire:dreadwood_log, Dreadwood Log
iceandfire:dreadwood_planks, Dreadwood Planks
iceandfire:dreadwood_planks_lock, Dreadwood Keyhole
iceandfire:dread_portal, Dread Lands Portal
iceandfire:dread_spawner, Dreadstone Mob Spawner
iceandfire:burnt_torch, Burnt Out Torch
iceandfire:sea_serpent_scale_block_blue, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_bronze, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_deepblue, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_green, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_purple, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_red, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_teal, Block of Sea Serpent Scales
iceandfire:bestiary, Bestiary
iceandfire:manuscript, Manuscript
iceandfire:sapphire_gem, Sapphire
iceandfire:silver_ingot, Silver Ingot
iceandfire:silver_nugget, Silver Nugget
iceandfire:armor_silver_metal_helmet, Silver Helmet
iceandfire:armor_silver_metal_chestplate, Silver Chestplate
iceandfire:armor_silver_metal_leggings, Silver Leggings
iceandfire:armor_silver_metal_boots, Silver Boots
iceandfire:silver_sword, Silver Sword
iceandfire:silver_shovel, Silver Shovel
iceandfire:silver_pickaxe, Silver Pickaxe
iceandfire:silver_axe, Silver Axe
iceandfire:silver_hoe, Silver Hoe
iceandfire:fire_stew, Fire Lily Mixture
iceandfire:frost_stew, Frost Lily Mixture
iceandfire:dragonegg_red:0, Dragon Egg
iceandfire:dragonegg_green:0, Dragon Egg
iceandfire:dragonegg_bronze:0, Dragon Egg
iceandfire:dragonegg_gray:0, Dragon Egg
iceandfire:dragonegg_blue:0, Dragon Egg
iceandfire:dragonegg_white:0, Dragon Egg
iceandfire:dragonegg_sapphire:0, Dragon Egg
iceandfire:dragonegg_silver:0, Dragon Egg
iceandfire:dragonscales_red:0, Dragon Scales
iceandfire:dragonscales_green:0, Dragon Scales
iceandfire:dragonscales_bronze:0, Dragon Scales
iceandfire:dragonscales_gray:0, Dragon Scales
iceandfire:dragonscales_blue:0, Dragon Scales
iceandfire:dragonscales_white:0, Dragon Scales
iceandfire:dragonscales_sapphire:0, Dragon Scales
iceandfire:dragonscales_silver:0, Dragon Scales
iceandfire:dragonbone, Dragon Bone
iceandfire:witherbone, Witherbone
iceandfire:fishing_spear, Fishing Spear
iceandfire:wither_shard, Witherbone Shard
iceandfire:dragonbone_sword, Dragon Bone Sword
iceandfire:dragonbone_shovel, Dragon Bone Shovel
iceandfire:dragonbone_pickaxe, Dragon Bone Pickaxe
iceandfire:dragonbone_axe, Dragon Bone Axe
iceandfire:dragonbone_hoe, Dragon Bone Hoe
iceandfire:dragonbone_sword_fire, Flamed Dragon Bone Sword
iceandfire:dragonbone_sword_ice, Iced Dragon Bone Sword
iceandfire:dragonbone_arrow, Dragon Bone Arrow
iceandfire:dragonbone_bow, Dragon Bone Bow
iceandfire:dragon_skull:0, Dragon Skull
iceandfire:dragon_skull:1, Dragon Skull
iceandfire:dragonarmor_iron:0, Iron Dragon Armor
iceandfire:dragonarmor_iron:1, Iron Dragon Armor
iceandfire:dragonarmor_iron:2, Iron Dragon Armor
iceandfire:dragonarmor_iron:3, Iron Dragon Armor
iceandfire:dragonarmor_gold:0, Gold Dragon Armor
iceandfire:dragonarmor_gold:1, Gold Dragon Armor
iceandfire:dragonarmor_gold:2, Gold Dragon Armor
iceandfire:dragonarmor_gold:3, Gold Dragon Armor
iceandfire:dragonarmor_diamond:0, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:1, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:2, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:3, Diamond Dragon Armor
iceandfire:dragonarmor_silver:0, Silver Dragon Armor
iceandfire:dragonarmor_silver:1, Silver Dragon Armor
iceandfire:dragonarmor_silver:2, Silver Dragon Armor
iceandfire:dragonarmor_silver:3, Silver Dragon Armor
iceandfire:dragonarmor_dragonsteel_fire:0, Fire Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_fire:1, Fire Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_fire:2, Fire Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_fire:3, Fire Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:0, Ice Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:1, Ice Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:2, Ice Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:3, Ice Dragonsteel Dragon Armor
iceandfire:dragon_meal, Dragon Meal
iceandfire:sickly_dragon_meal, Sickly Dragon Meal
iceandfire:creative_dragon_meal, Creative Dragon Meal
iceandfire:fire_dragon_flesh, Fire Dragon Flesh
iceandfire:ice_dragon_flesh, Ice Dragon Flesh
iceandfire:fire_dragon_heart, Fire Dragon Heart
iceandfire:ice_dragon_heart, Ice Dragon Heart
iceandfire:fire_dragon_blood, Fire Dragon Blood
iceandfire:ice_dragon_blood, Ice Dragon Blood
iceandfire:dragon_stick, Dragon Command Staff
iceandfire:dragon_horn, Dragon Horn
iceandfire:dragon_horn_fire, Dragon Horn
iceandfire:dragon_horn_ice, Dragon Horn
iceandfire:dragon_flute, Dragon Bone Flute
iceandfire:summoning_crystal_fire, Fire Dragon Summoning Crystal
iceandfire:summoning_crystal_ice, Ice Dragon Summoning Crystal
iceandfire:hippogryph_egg:0, Hippogryph Egg
iceandfire:hippogryph_egg:1, Hippogryph Egg
iceandfire:hippogryph_egg:2, Hippogryph Egg
iceandfire:hippogryph_egg:3, Hippogryph Egg
iceandfire:hippogryph_egg:4, Hippogryph Egg
iceandfire:hippogryph_egg:5, Hippogryph Egg
iceandfire:hippogryph_egg:6, Hippogryph Egg
iceandfire:iron_hippogryph_armor, Iron Hippogryph Armor
iceandfire:gold_hippogryph_armor, Gold Hippogryph Armor
iceandfire:diamond_hippogryph_armor, Diamond Hippogryph Armor
iceandfire:hippogryph_talon, Hippogryph Talon
iceandfire:hippogryph_sword, Hippogryph Talon Sword
iceandfire:gorgon_head, Gorgon Head
iceandfire:stone_statue, Stone Statue
iceandfire:blindfold, Blindfold
iceandfire:pixie_dust, Pixie Dust
iceandfire:pixie_wings, Pixie Wings
iceandfire:pixie_wand, Pixie Wand
iceandfire:ambrosia, Ambrosia
iceandfire:cyclops_eye, Eye of Cyclops
iceandfire:sheep_helmet, Sheep Disguise Helmet
iceandfire:sheep_chestplate, Sheep Disguise Chestplate
iceandfire:sheep_leggings, Sheep Disguise Leggings
iceandfire:sheep_boots, Sheep Disguise Boots
iceandfire:shiny_scales, Shiny Scales
iceandfire:siren_tear, Siren Tear
iceandfire:siren_flute, Siren Flute
iceandfire:hippocampus_fin, Hippocampus Fin
iceandfire:hippocampus_slapper, Hippocampus Slapper
iceandfire:earplugs, Earplugs
iceandfire:deathworm_chitin:0, Tan Death Worm Chitin
iceandfire:deathworm_chitin:1, White Death Worm Chitin
iceandfire:deathworm_chitin:2, Red Death Worm Chitin
iceandfire:deathworm_yellow_helmet, Tan Death Worm Chitin Helmet
iceandfire:deathworm_yellow_chestplate, Tan Death Worm Chitin Chestplate
iceandfire:deathworm_yellow_leggings, Tan Death Worm Chitin Leggings
iceandfire:deathworm_yellow_boots, Tan Death Worm Chitin Boots
iceandfire:deathworm_white_helmet, White Death Worm Chitin Helmet
iceandfire:deathworm_white_chestplate, White Death Worm Chitin Chestplate
iceandfire:deathworm_white_leggings, White Death Worm Chitin Leggings
iceandfire:deathworm_white_boots, White Death Worm Chitin Boots
iceandfire:deathworm_red_helmet, Red Death Worm Chitin Helmet
iceandfire:deathworm_red_chestplate, Red Death Worm Chitin Chestplate
iceandfire:deathworm_red_leggings, Red Death Worm Chitin Leggings
iceandfire:deathworm_red_boots, Red Death Worm Chitin Boots
iceandfire:iceandfire.deathworm_egg:0, Death Worm Egg
iceandfire:iceandfire.deathworm_egg:1, Giant Death Worm Egg
iceandfire:deathworm_tounge, Death Worm Tongue
iceandfire:deathworm_gauntlet_yellow, Death Worm Gauntlet
iceandfire:deathworm_gauntlet_white, Death Worm Gauntlet
iceandfire:deathworm_gauntlet_red, Death Worm Gauntlet
iceandfire:rotten_egg, Rotten Egg
iceandfire:cockatrice_eye, Cockatrice Eye
iceandfire:cockatrice_scepter, Cockatrice Scepter
iceandfire:stymphalian_bird_feather, Stymphalian Bird Feather
iceandfire:stymphalian_arrow, Stymphalian Arrow
iceandfire:stymphalian_feather_bundle, Stymphalian Bird Feather Bundle
iceandfire:stymphalian_bird_dagger, Stymphalian Bird Dagger
iceandfire:troll_tusk, Troll Tusk
iceandfire:myrmex_desert_egg:0, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:1, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:2, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:3, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:4, Desert Myrmex Egg
iceandfire:myrmex_jungle_egg:0, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:1, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:2, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:3, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:4, Jungle Myrmex Egg
iceandfire:myrmex_desert_resin, Desert Myrmex Resin Chunk
iceandfire:myrmex_jungle_resin, Jungle Myrmex Resin Chunk
iceandfire:myrmex_desert_chitin, Desert Myrmex Chitin
iceandfire:myrmex_jungle_chitin, Jungle Myrmex Chitin
iceandfire:myrmex_stinger, Myrmex Stinger
iceandfire:myrmex_desert_sword, Desert Myrmex Chitin Sword
iceandfire:myrmex_desert_sword_venom, Desert Myrmex Stinger Sword
iceandfire:myrmex_desert_shovel, Desert Myrmex Chitin Shovel
iceandfire:myrmex_desert_pickaxe, Desert Myrmex Chitin Pickaxe
iceandfire:myrmex_desert_axe, Desert Myrmex Chitin Axe
iceandfire:myrmex_desert_hoe, Desert Myrmex Chitin Hoe
iceandfire:myrmex_jungle_sword, Jungle Myrmex Chitin Sword
iceandfire:myrmex_jungle_sword_venom, Jungle Myrmex Stinger Sword
iceandfire:myrmex_jungle_shovel, Jungle Myrmex Chitin Shovel
iceandfire:myrmex_jungle_pickaxe, Jungle Myrmex Chitin Pickaxe
iceandfire:myrmex_jungle_axe, Jungle Myrmex Chitin Axe
iceandfire:myrmex_jungle_hoe, Jungle Myrmex Chitin Hoe
iceandfire:myrmex_desert_staff, Desert Myrmex Staff
iceandfire:myrmex_jungle_staff, Jungle Myrmex Staff
iceandfire:myrmex_desert_helmet, Desert Myrmex Chitin Helmet
iceandfire:myrmex_desert_chestplate, Desert Myrmex Chitin Chestplate
iceandfire:myrmex_desert_leggings, Desert Myrmex Chitin Leggings
iceandfire:myrmex_desert_boots, Desert Myrmex Chitin Boots
iceandfire:myrmex_jungle_helmet, Jungle Myrmex Chitin Helmet
iceandfire:myrmex_jungle_chestplate, Jungle Myrmex Chitin Chestplate
iceandfire:myrmex_jungle_leggings, Jungle Myrmex Chitin Leggings
iceandfire:myrmex_jungle_boots, Jungle Myrmex Chitin Boots
iceandfire:myrmex_desert_swarm, Myrmex Swarm
iceandfire:myrmex_jungle_swarm, Myrmex Swarm
iceandfire:amphithere_feather, Amphithere Feather
